    27.86330     5.28947  -0.00000    1    0   0.479611E+00-0.358673E+00   0.642119E+00
    27.86330     5.28947  -0.00000    1    1  -0.408540E+00-0.788262E+00   0.204896E+01
    27.86330     5.28947  -0.00000    1    2   0.295590E+00-0.967301E-01   0.316260E+00
    27.86330     5.28947  -0.00000    1    3  -0.432167E+00-0.751458E+00   0.209271E+01
    27.86330     5.28947  -0.00000    1    4   0.265132E+00-0.923916E+00   0.129134E+01
    27.86330     5.28947  -0.00000    1    5   0.492894E+00-0.583998E+00   0.869796E+00
    27.86330     5.28947  -0.00000    1    6   0.472335E+00-0.335990E+00   0.618294E+00
    27.86330     5.28947  -0.00000    1    7   0.405432E+00-0.207383E+00   0.472814E+00
    27.86330     5.28947  -0.00000    1    8   0.331127E+00-0.125360E+00   0.361911E+00
    27.86330     5.28947  -0.00000    1    9   0.275097E+00-0.824812E-01   0.291298E+00
    27.86330     5.28947  -0.00000    1   10   0.231775E+00-0.569645E-01   0.240998E+00
    27.86330     5.28947  -0.00000    1   11   0.183970E+00-0.350754E-01   0.188397E+00
    27.86330     5.28947  -0.00000    1   12   0.150492E+00-0.231853E-01   0.152862E+00
    27.86330     5.28947  -0.00000    1   13   0.131450E+00-0.175884E-01   0.133013E+00
    27.86330     5.28947  -0.00000    1   14   0.105899E+00-0.113432E-01   0.106707E+00
    27.86330     5.28947  -0.00000    1   15   0.698318E-01-0.490050E-02   0.700609E-01
    27.86330     5.28947  -0.00000    1   16   0.366245E-01-0.134316E-02   0.366573E-01
    27.86330     5.28947  -0.00000    1   17   0.155808E-01-0.242821E-03   0.155834E-01
    27.86330     5.28947  -0.00000    1   18   0.552859E-02-0.305662E-04   0.552870E-02
    27.86330     5.28947  -0.00000    1   19   0.167143E-02-0.279369E-05   0.167143E-02
    27.86330     5.28947  -0.00000    1   20   0.437089E-03-0.191047E-06   0.437089E-03
    27.86330     5.28947  -0.00000    2    0   0.470587E+00-0.331039E+00   0.613044E+00
    27.86330     5.28947  -0.00000    2    1  -0.385571E+00-0.818331E+00   0.201111E+01
    27.86330     5.28947  -0.00000    2    2   0.259682E+00-0.727235E-01   0.273053E+00
    27.86330     5.28947  -0.00000    2    3  -0.427530E+00-0.759265E+00   0.208363E+01
    27.86330     5.28947  -0.00000    2    4   0.251206E+00-0.932314E+00   0.130760E+01
    27.86330     5.28947  -0.00000    2    5   0.489224E+00-0.603247E+00   0.889394E+00
    27.86330     5.28947  -0.00000    2    6   0.477420E+00-0.351441E+00   0.634562E+00
    27.86330     5.28947  -0.00000    2    7   0.413230E+00-0.218502E+00   0.486395E+00
    27.86330     5.28947  -0.00000    2    8   0.339086E+00-0.132548E+00   0.372636E+00
    27.86330     5.28947  -0.00000    2    9   0.282285E+00-0.873074E-01   0.299956E+00
    27.86330     5.28947  -0.00000    2   10   0.238380E+00-0.604831E-01   0.248482E+00
    27.86330     5.28947  -0.00000    2   11   0.189357E+00-0.372432E-01   0.194203E+00
    27.86330     5.28947  -0.00000    2   12   0.154908E+00-0.246019E-01   0.157500E+00
    27.86330     5.28947  -0.00000    2   13   0.135685E+00-0.187624E-01   0.137408E+00
    27.86330     5.28947  -0.00000    2   14   0.109785E+00-0.122015E-01   0.110686E+00
    27.86330     5.28947  -0.00000    2   15   0.726584E-01-0.530741E-02   0.729166E-01
    27.86330     5.28947  -0.00000    2   16   0.381870E-01-0.146038E-02   0.382243E-01
    27.86330     5.28947  -0.00000    2   17   0.162615E-01-0.264506E-03   0.162644E-01
    27.86330     5.28947  -0.00000    2   18   0.577307E-02-0.333295E-04   0.577320E-02
    27.86330     5.28947  -0.00000    2   19   0.174601E-02-0.304856E-05   0.174601E-02
    27.86330     5.28947  -0.00000    2   20   0.456750E-03-0.208621E-06   0.456750E-03
    27.86330     5.28947  -0.00000    3    0   0.470584E+00-0.331030E+00   0.613034E+00
    27.86330     5.28947  -0.00000    3    1  -0.385566E+00-0.818338E+00   0.201110E+01
    27.86330     5.28947  -0.00000    3    2   0.259674E+00-0.727185E-01   0.273044E+00
    27.86330     5.28947  -0.00000    3    3  -0.427522E+00-0.759278E+00   0.208361E+01
    27.86330     5.28947  -0.00000    3    4   0.251222E+00-0.932305E+00   0.130759E+01
    27.86330     5.28947  -0.00000    3    5   0.489226E+00-0.603240E+00   0.889386E+00
    27.86330     5.28947  -0.00000    3    6   0.477415E+00-0.351425E+00   0.634545E+00
    27.86330     5.28947  -0.00000    3    7   0.413224E+00-0.218493E+00   0.486384E+00
    27.86330     5.28947  -0.00000    3    8   0.339081E+00-0.132544E+00   0.372629E+00
    27.86330     5.28947  -0.00000    3    9   0.282272E+00-0.872985E-01   0.299940E+00
