 energy -- xe (complex wv) -- vcon (real part ip)
   27.863299999999999                   (5.2883125268655933,-0.0000000000000000) -0.10294938180355973     

  -- absorber excited regular wf for all l -- 

  l=            0
   7.2889464807377011E-004             (-9.3537803636061660,-0.0000000000000000)
   1.4577892961475402E-003             (-9.1631771718465398,-0.0000000000000000)
   2.1866839442213105E-003             (-8.9753687119420462,-0.0000000000000000)
   2.9155785922950804E-003             (-8.7903239538822966,-0.0000000000000000)
   3.6444732403688503E-003             (-8.6080115628452134,-0.0000000000000000)
   4.3733678884426202E-003             (-8.4283997668775061,-0.0000000000000000)
   5.1022625365163901E-003             (-8.2514569473585802,-0.0000000000000000)
   5.8311571845901600E-003             (-8.0771515599974038,-0.0000000000000000)
   6.5600518326639299E-003             (-7.9054519662687914,-0.0000000000000000)
   7.2889464807376998E-003             (-7.7363266943022868,-0.0000000000000000)
   8.0178411288114697E-003             (-7.5697444380442063,-0.0000000000000000)
   8.7467357768852404E-003             (-7.4056742422951016,-0.0000000000000000)
   9.4756304249590112E-003             (-7.2440848220454068,-0.0000000000000000)
   1.0204525073032782E-002             (-7.0849453306441932,-0.0000000000000000)
   1.0933419721106553E-002             (-6.9282252251187444,-0.0000000000000000)
   1.1662314369180323E-002             (-6.7738940556474461,-0.0000000000000000)
   1.2391209017254094E-002             (-6.6219216540208610,-0.0000000000000000)
   1.3120103665327865E-002             (-6.4722780554584149,-0.0000000000000000)
   1.3848998313401636E-002             (-6.3249336486700436,-0.0000000000000000)
   1.4577892961475407E-002             (-6.1798590383090293,-0.0000000000000000)
   1.5306787609549177E-002             (-6.0370250987004850,-0.0000000000000000)
   1.6035682257622946E-002             (-5.8964029427269748,-0.0000000000000000)
   1.6764576905696715E-002             (-5.7579639758956302,-0.0000000000000000)
   1.7493471553770484E-002             (-5.6216798922250550,-0.0000000000000000)
   1.8222366201844253E-002             (-5.4875225657523981,-0.0000000000000000)
   1.8951260849918022E-002             (-5.3554633924597494,-0.0000000000000000)
   1.9680155497991791E-002             (-5.2254758900633052,-0.0000000000000000)
   2.0409050146065560E-002             (-5.0975330048725178,-0.0000000000000000)
   2.1137944794139329E-002             (-4.9716078744446506,-0.0000000000000000)
   2.1866839442213098E-002             (-4.8476739346319544,-0.0000000000000000)
   2.2595734090286868E-002             (-4.7257050031328678,-0.0000000000000000)
   2.3324628738360637E-002             (-4.6056758930243129,-0.0000000000000000)
   2.4053523386434406E-002             (-4.4875600875970001,-0.0000000000000000)
   2.4782418034508175E-002             (-4.3713321285201134,-0.0000000000000000)
   2.5511312682581944E-002             (-4.2569669239428505,-0.0000000000000000)
   2.6240207330655713E-002             (-4.1444396992442920,-0.0000000000000000)
   2.6969101978729482E-002             (-4.0337259701382555,-0.0000000000000000)
   2.7697996626803251E-002             (-3.9248015079683909,-0.0000000000000000)
   2.8426891274877020E-002             (-3.8176424020934756,-0.0000000000000000)
   2.9155785922950789E-002             (-3.7122250047822769,-0.0000000000000000)
   3.0613575219098330E-002             (-3.5065214347971470,-0.0000000000000000)
   3.2071364515245872E-002             (-3.3075083833214189,-0.0000000000000000)
   3.3529153811393410E-002             (-3.1150070772872001,-0.0000000000000000)
   3.4986943107540948E-002             (-2.9288430322834920,-0.0000000000000000)
   3.6444732403688486E-002             (-2.7488460777716459,-0.0000000000000000)
   3.7902521699836024E-002             (-2.5748502731967009,-0.0000000000000000)
   3.9360310995983562E-002             (-2.4066938306910060,-0.0000000000000000)
   4.0818100292131100E-002             (-2.2442189951883051,-0.0000000000000000)
   4.2275889588278638E-002             (-2.0872719750505513,-0.0000000000000000)
   4.3733678884426176E-002             (-1.9357028481104614,-0.0000000000000000)
   4.5191468180573714E-002             (-1.7893654776461965,-0.0000000000000000)
   4.6649257476721252E-002             (-1.6481174173284130,-0.0000000000000000)
   4.8107046772868790E-002             (-1.5118198244715013,-0.0000000000000000)
   4.9564836069016328E-002             (-1.3803373441188023,-0.0000000000000000)
   5.1022625365163866E-002             (-1.2535381330283102,-0.0000000000000000)
   5.2480414661311404E-002             (-1.1312936688717543,-0.0000000000000000)
   5.3938203957458943E-002             (-1.0134786846042043,-0.0000000000000000)
   5.5395993253606481E-002            (-0.89997110830972682,-0.0000000000000000)
   5.6853782549754019E-002            (-0.79065197837226531,-0.0000000000000000)
   5.8311571845901557E-002            (-0.68540536664138385,-0.0000000000000000)
   5.9769361142049095E-002            (-0.58411830811045073,-0.0000000000000000)
   6.1227150438196633E-002            (-0.48668072330576517,-0.0000000000000000)
   6.2684939734344178E-002            (-0.39298535076013930,-0.0000000000000000)
   6.4142729030491716E-002            (-0.30292767905013890,-0.0000000000000000)
   6.5600518326639254E-002            (-0.21640586225297107,-0.0000000000000000)
   6.7058307622786792E-002            (-0.13332067203532899,-0.0000000000000000)
   6.8516096918934330E-002       (-5.35754275612678396E-002,-0.0000000000000000)
   6.9973886215081868E-002         (2.29240681148976458E-002,0.0000000000000000)
   7.1431675511229406E-002         (9.62695900500555590E-002,0.0000000000000000)
   7.2889464807376944E-002              (0.16655055175165731,0.0000000000000000)
   7.4347254103524482E-002              (0.23385406384747065,0.0000000000000000)
   7.5805043399672020E-002              (0.29826499238970328,0.0000000000000000)
   7.7262832695819558E-002              (0.35986600955740933,0.0000000000000000)
   7.8720621991967096E-002              (0.41873766702580489,0.0000000000000000)
   8.0178411288114634E-002              (0.47495843170253882,0.0000000000000000)
   8.1636200584262172E-002              (0.52860474373860811,0.0000000000000000)
   8.3093989880409710E-002              (0.57975106902965923,0.0000000000000000)
   8.4551779176557249E-002              (0.62846992755110720,0.0000000000000000)
   8.6009568472704787E-002              (0.67483180053276459,0.0000000000000000)
   8.7467357768852325E-002              (0.71890572575332767,0.0000000000000000)
   9.0382936361147401E-002              (0.80045626356105459,0.0000000000000000)
   9.3298514953442477E-002              (0.87363771625960884,0.0000000000000000)
   9.6214093545737553E-002              (0.93893963640564437,0.0000000000000000)
   9.9129672138032629E-002              (0.99682674053932319,0.0000000000000000)
  0.10204525073032771                    (1.0477401008399807,0.0000000000000000)
  0.10496082932262278                    (1.0920983197936054,0.0000000000000000)
  0.10787640791491786                    (1.1302985495185118,0.0000000000000000)
  0.11079198650721293                    (1.1627182758813090,0.0000000000000000)
  0.11370756509950801                    (1.1897156123170098,0.0000000000000000)
  0.11662314369180309                    (1.2116304785931846,0.0000000000000000)
  0.11953872228409816                    (1.2287855672351724,0.0000000000000000)
  0.12245430087639324                    (1.2414872995109640,0.0000000000000000)
  0.12536987946868833                    (1.2500270506356033,0.0000000000000000)
  0.12828545806098340                    (1.2546803224807124,0.0000000000000000)
  0.13120103665327848                    (1.2557090968361964,0.0000000000000000)
  0.13411661524557356                    (1.2533621770165597,0.0000000000000000)
  0.13703219383786863                    (1.2478757570949870,0.0000000000000000)
  0.13994777243016371                    (1.2394737855567415,0.0000000000000000)
  0.14286335102245878                    (1.2283688434525299,0.0000000000000000)
  0.14577892961475386                    (1.2147626211188451,0.0000000000000000)
  0.14869450820704894                    (1.1988464252971378,0.0000000000000000)
  0.15161008679934401                    (1.1808016775576404,0.0000000000000000)
  0.15452566539163909                    (1.1608005095429033,0.0000000000000000)
  0.15744124398393416                    (1.1390056765678365,0.0000000000000000)
  0.16035682257622924                    (1.1155721401134686,0.0000000000000000)
  0.16327240116852432                    (1.0906461124865212,0.0000000000000000)
  0.16618797976081939                    (1.0643662234794018,0.0000000000000000)
  0.16910355835311447                    (1.0368637526510991,0.0000000000000000)
  0.17201913694540955                    (1.0082628316616697,0.0000000000000000)
  0.17493471553770462                   (0.97868094022823904,0.0000000000000000)
  0.17785029412999970                   (0.94822944127654929,0.0000000000000000)
  0.18076587272229477                   (0.91701343733680518,0.0000000000000000)
  0.18368145131458985                   (0.88513220100399248,0.0000000000000000)
  0.18659702990688493                   (0.85267943256510781,0.0000000000000000)
  0.18951260849918000                   (0.81974358923763890,0.0000000000000000)
  0.19242818709147508                   (0.78640819794609373,0.0000000000000000)
  0.19534376568377015                   (0.75275194550536639,0.0000000000000000)
  0.19825934427606523                   (0.71884894909037378,0.0000000000000000)
  0.20117492286836031                   (0.68476898037586365,0.0000000000000000)
  0.20409050146065538                   (0.65057753025789677,0.0000000000000000)
  0.20992165864524553                   (0.58210367831971765,0.0000000000000000)
  0.21575281582983569                   (0.51387767774509518,0.0000000000000000)
  0.22158397301442584                   (0.44629295547825726,0.0000000000000000)
  0.22741513019901599                   (0.37969432159695637,0.0000000000000000)
  0.23324628738360614                   (0.31438165761330211,0.0000000000000000)
  0.23907744456819630                   (0.25061382940359045,0.0000000000000000)
  0.24490860175278645                   (0.18861328460264282,0.0000000000000000)
  0.25073975893737660                   (0.12856879919155845,0.0000000000000000)
  0.25657091612196675              (7.06389267782053937E-002,0.0000000000000000)
  0.26240207330655690              (1.49548737692145831E-002,0.0000000000000000)
  0.26823323049114706            (-3.83767423511968964E-002,-0.0000000000000000)
  0.27406438767573721            (-8.92714418739209564E-002,-0.0000000000000000)
  0.27989554486032736                 (-0.13766460270652070,-0.0000000000000000)
  0.28572670204491751                 (-0.18350964061170758,-0.0000000000000000)
  0.29155785922950767                 (-0.22677578179421840,-0.0000000000000000)
  0.29738901641409782                 (-0.26744682676142101,-0.0000000000000000)
  0.30322017359868797                 (-0.30551920273628563,-0.0000000000000000)
  0.30905133078327812                 (-0.34100062688535371,-0.0000000000000000)
  0.31488248796786827                 (-0.37390845729944111,-0.0000000000000000)
  0.32071364515245843                 (-0.40426968682233078,-0.0000000000000000)
  0.32654480233704858                 (-0.43211872938892543,-0.0000000000000000)
  0.33237595952163873                 (-0.45749674385229128,-0.0000000000000000)
  0.33820711670622888                 (-0.48045076754783594,-0.0000000000000000)
  0.34403827389081904                 (-0.50103284962962491,-0.0000000000000000)
  0.34986943107540919                 (-0.51929917808770831,-0.0000000000000000)
  0.35570058825999934                 (-0.53530956204203961,-0.0000000000000000)
  0.36153174544458949                 (-0.54912758415573892,-0.0000000000000000)
  0.36736290262917964                 (-0.56081993838805111,-0.0000000000000000)
  0.37319405981376980                 (-0.57045573081895296,-0.0000000000000000)
  0.37902521699835995                 (-0.57810590648719018,-0.0000000000000000)
  0.38485637418295010                 (-0.58384292072744193,-0.0000000000000000)
  0.39068753136754025                 (-0.58774025863439261,-0.0000000000000000)
  0.39651868855213040                 (-0.58987201888454999,-0.0000000000000000)
  0.40234984573672056                 (-0.59031291069614233,-0.0000000000000000)
  0.40818100292131071                 (-0.58913772547467391,-0.0000000000000000)
  0.41401216010590086                 (-0.58642118071433058,-0.0000000000000000)
  0.41984331729049101                 (-0.58223791720167661,-0.0000000000000000)
  0.42567447447508117                 (-0.57666158670926637,-0.0000000000000000)
  0.43150563165967132                 (-0.56976543305758187,-0.0000000000000000)
  0.43733678884426147                 (-0.56162192137024036,-0.0000000000000000)
  0.44899910321344177                 (-0.54187798990440750,-0.0000000000000000)
  0.46066141758262208                 (-0.51798914392738216,-0.0000000000000000)
  0.47232373195180238                 (-0.49049495275246613,-0.0000000000000000)
  0.48398604632098269                 (-0.45991296761522876,-0.0000000000000000)
  0.49564836069016299                 (-0.42673685985021642,-0.0000000000000000)
  0.50731067505934335                 (-0.39143515749926461,-0.0000000000000000)
  0.51897298942852366                 (-0.35445022943229243,-0.0000000000000000)
