    27.86330     5.28831  -0.00000    1    0   0.480743E+00-0.362574E+00   0.646180E+00
    27.86330     5.28831  -0.00000    1    1  -0.410874E+00-0.784925E+00   0.205303E+01
    27.86330     5.28831  -0.00000    1    2   0.298882E+00-0.991640E-01   0.320355E+00
    27.86330     5.28831  -0.00000    1    3  -0.434128E+00-0.748059E+00   0.209663E+01
    27.86330     5.28831  -0.00000    1    4   0.261952E+00-0.925888E+00   0.129508E+01
    27.86330     5.28831  -0.00000    1    5   0.492232E+00-0.587791E+00   0.873647E+00
    27.86330     5.28831  -0.00000    1    6   0.473486E+00-0.339343E+00   0.621840E+00
    27.86330     5.28831  -0.00000    1    7   0.407564E+00-0.210360E+00   0.476476E+00
    27.86330     5.28831  -0.00000    1    8   0.333601E+00-0.127562E+00   0.365224E+00
    27.86330     5.28831  -0.00000    1    9   0.277798E+00-0.842738E-01   0.294540E+00
    27.86330     5.28831  -0.00000    1   10   0.234658E+00-0.584848E-01   0.244258E+00
    27.86330     5.28831  -0.00000    1   11   0.186583E+00-0.361176E-01   0.191209E+00
    27.86330     5.28831  -0.00000    1   12   0.152957E+00-0.239705E-01   0.155450E+00
    27.86330     5.28831  -0.00000    1   13   0.134027E+00-0.182980E-01   0.135686E+00
    27.86330     5.28831  -0.00000    1   14   0.108276E+00-0.118645E-01   0.109141E+00
    27.86330     5.28831  -0.00000    1   15   0.715168E-01-0.514108E-02   0.717629E-01
    27.86330     5.28831  -0.00000    1   16   0.375255E-01-0.141015E-02   0.375609E-01
    27.86330     5.28831  -0.00000    1   17   0.159604E-01-0.254801E-03   0.159632E-01
    27.86330     5.28831  -0.00000    1   18   0.566061E-02-0.320435E-04   0.566073E-02
    27.86330     5.28831  -0.00000    1   19   0.171047E-02-0.292573E-05   0.171048E-02
    27.86330     5.28831  -0.00000    1   20   0.447078E-03-0.199879E-06   0.447078E-03
    27.86330     5.28831  -0.00000    2    0   0.471931E+00-0.334829E+00   0.617065E+00
    27.86330     5.28831  -0.00000    2    1  -0.388119E+00-0.815220E+00   0.201513E+01
    27.86330     5.28831  -0.00000    2    2   0.263129E+00-0.748375E-01   0.277097E+00
    27.86330     5.28831  -0.00000    2    3  -0.429527E+00-0.755943E+00   0.208750E+01
    27.86330     5.28831  -0.00000    2    4   0.247997E+00-0.934163E+00   0.131131E+01
    27.86330     5.28831  -0.00000    2    5   0.488437E+00-0.606910E+00   0.893140E+00
    27.86330     5.28831  -0.00000    2    6   0.478402E+00-0.354632E+00   0.637900E+00
    27.86330     5.28831  -0.00000    2    7   0.415158E+00-0.221353E+00   0.489836E+00
    27.86330     5.28831  -0.00000    2    8   0.341401E+00-0.134698E+00   0.375796E+00
    27.86330     5.28831  -0.00000    2    9   0.284889E+00-0.891007E-01   0.303118E+00
    27.86330     5.28831  -0.00000    2   10   0.241216E+00-0.620331E-01   0.251714E+00
    27.86330     5.28831  -0.00000    2   11   0.191947E+00-0.383113E-01   0.197004E+00
    27.86330     5.28831  -0.00000    2   12   0.157348E+00-0.254038E-01   0.160068E+00
    27.86330     5.28831  -0.00000    2   13   0.138233E+00-0.194881E-01   0.140057E+00
    27.86330     5.28831  -0.00000    2   14   0.112142E+00-0.127381E-01   0.113104E+00
    27.86330     5.28831  -0.00000    2   15   0.743339E-01-0.555641E-02   0.746105E-01
    27.86330     5.28831  -0.00000    2   16   0.390836E-01-0.152987E-02   0.391235E-01
    27.86330     5.28831  -0.00000    2   17   0.166388E-01-0.276926E-03   0.166418E-01
    27.86330     5.28831  -0.00000    2   18   0.590404E-02-0.348589E-04   0.590418E-02
    27.86330     5.28831  -0.00000    2   19   0.178467E-02-0.318506E-05   0.178467E-02
    27.86330     5.28831  -0.00000    2   20   0.466623E-03-0.217737E-06   0.466623E-03
    27.86330     5.28831  -0.00000    3    0   0.471927E+00-0.334819E+00   0.617055E+00
    27.86330     5.28831  -0.00000    3    1  -0.388113E+00-0.815228E+00   0.201512E+01
    27.86330     5.28831  -0.00000    3    2   0.263120E+00-0.748318E-01   0.277086E+00
    27.86330     5.28831  -0.00000    3    3  -0.429520E+00-0.755954E+00   0.208749E+01
    27.86330     5.28831  -0.00000    3    4   0.248008E+00-0.934157E+00   0.131129E+01
    27.86330     5.28831  -0.00000    3    5   0.488439E+00-0.606899E+00   0.893129E+00
    27.86330     5.28831  -0.00000    3    6   0.478398E+00-0.354621E+00   0.637888E+00
    27.86330     5.28831  -0.00000    3    7   0.415152E+00-0.221345E+00   0.489827E+00
    27.86330     5.28831  -0.00000    3    8   0.341394E+00-0.134692E+00   0.375786E+00
    27.86330     5.28831  -0.00000    3    9   0.284883E+00-0.890965E-01   0.303110E+00
    27.86330     5.28831  -0.00000    3   10   0.241211E+00-0.620307E-01   0.251709E+00
    27.86330     5.28831  -0.00000    3   11   0.191942E+00-0.383093E-01   0.196999E+00
    27.86330     5.28831  -0.00000    3   12   0.157345E+00-0.254029E-01   0.160065E+00
    27.86330     5.28831  -0.00000    3   13   0.138236E+00-0.194891E-01   0.140061E+00
    27.86330     5.28831  -0.00000    3   14   0.112151E+00-0.127401E-01   0.113113E+00
    27.86330     5.28831  -0.00000    3   15   0.743426E-01-0.555772E-02   0.746193E-01
    27.86330     5.28831  -0.00000    3   16   0.390893E-01-0.153032E-02   0.391293E-01
    27.86330     5.28831  -0.00000    3   17   0.166415E-01-0.277017E-03   0.166446E-01
    27.86330     5.28831  -0.00000    3   18   0.590510E-02-0.348714E-04   0.590524E-02
    27.86330     5.28831  -0.00000    3   19   0.178501E-02-0.318627E-05   0.178501E-02
    27.86330     5.28831  -0.00000    3   20   0.466716E-03-0.217824E-06   0.466716E-03
    27.86330     5.28831  -0.00000    4    0   0.471926E+00-0.334815E+00   0.617050E+00
    27.86330     5.28831  -0.00000    4    1  -0.388110E+00-0.815232E+00   0.201512E+01
    27.86330     5.28831  -0.00000    4    2   0.263115E+00-0.748289E-01   0.277081E+00
    27.86330     5.28831  -0.00000    4    3  -0.429517E+00-0.755959E+00   0.208749E+01
    27.86330     5.28831  -0.00000    4    4   0.248013E+00-0.934154E+00   0.131129E+01
    27.86330     5.28831  -0.00000    4    5   0.488440E+00-0.606893E+00   0.893123E+00
    27.86330     5.28831  -0.00000    4    6   0.478397E+00-0.354616E+00   0.637883E+00
    27.86330     5.28831  -0.00000    4    7   0.415149E+00-0.221340E+00   0.489821E+00
    27.86330     5.28831  -0.00000    4    8   0.341391E+00-0.134689E+00   0.375781E+00
    27.86330     5.28831  -0.00000    4    9   0.284879E+00-0.890937E-01   0.303106E+00
    27.86330     5.28831  -0.00000    4   10   0.241207E+00-0.620283E-01   0.251704E+00
    27.86330     5.28831  -0.00000    4   11   0.191938E+00-0.383076E-01   0.196995E+00
    27.86330     5.28831  -0.00000    4   12   0.157342E+00-0.254017E-01   0.160062E+00
    27.86330     5.28831  -0.00000    4   13   0.138232E+00-0.194880E-01   0.140057E+00
    27.86330     5.28831  -0.00000    4   14   0.112147E+00-0.127392E-01   0.113109E+00
    27.86330     5.28831  -0.00000    4   15   0.743399E-01-0.555731E-02   0.746166E-01
    27.86330     5.28831  -0.00000    4   16   0.390878E-01-0.153020E-02   0.391278E-01
    27.86330     5.28831  -0.00000    4   17   0.166409E-01-0.276996E-03   0.166440E-01
    27.86330     5.28831  -0.00000    4   18   0.590487E-02-0.348687E-04   0.590501E-02
    27.86330     5.28831  -0.00000    4   19   0.178494E-02-0.318602E-05   0.178494E-02
    27.86330     5.28831  -0.00000    4   20   0.466697E-03-0.217806E-06   0.466697E-03
    27.86330     5.28831  -0.00000    5    0   0.471927E+00-0.334820E+00   0.617055E+00
    27.86330     5.28831  -0.00000    5    1  -0.388113E+00-0.815227E+00   0.201513E+01
    27.86330     5.28831  -0.00000    5    2   0.263120E+00-0.748320E-01   0.277086E+00
    27.86330     5.28831  -0.00000    5    3  -0.429520E+00-0.755954E+00   0.208749E+01
    27.86330     5.28831  -0.00000    5    4   0.248008E+00-0.934157E+00   0.131129E+01
