   energy  -   continuous phase in rad for absorber
  l =           0
     27.8633     13.2126
  l =           1
     27.8633     14.6194
  l =           2
     27.8633      6.6035
  l =           3
     27.8633      2.0966
  l =           4
     27.8633      1.2951
