        7        1        1        0        2
       20       20       20       20
       20       20       20        0
--------------------  ATOM   1  --->  Z = 
      9.9935   -0.0000      0.480743E+00     -0.362574E+00      0.646180E+00
      9.9935   -0.0000     -0.410874E+00     -0.784925E+00      0.205303E+01
      9.9935   -0.0000      0.298882E+00     -0.991640E-01      0.320355E+00
      9.9935   -0.0000     -0.434128E+00     -0.748059E+00      0.209663E+01
      9.9935   -0.0000      0.261952E+00     -0.925888E+00      0.129508E+01
      9.9935   -0.0000      0.492232E+00     -0.587791E+00      0.873647E+00
      9.9935   -0.0000      0.473486E+00     -0.339343E+00      0.621840E+00
      9.9935   -0.0000      0.407564E+00     -0.210360E+00      0.476476E+00
      9.9935   -0.0000      0.333601E+00     -0.127562E+00      0.365224E+00
      9.9935   -0.0000      0.277798E+00     -0.842738E-01      0.294540E+00
      9.9935   -0.0000      0.234658E+00     -0.584848E-01      0.244258E+00
      9.9935   -0.0000      0.186583E+00     -0.361176E-01      0.191209E+00
      9.9935   -0.0000      0.152957E+00     -0.239705E-01      0.155450E+00
      9.9935   -0.0000      0.134027E+00     -0.182980E-01      0.135686E+00
      9.9935   -0.0000      0.108276E+00     -0.118645E-01      0.109141E+00
      9.9935   -0.0000      0.715168E-01     -0.514108E-02      0.717629E-01
      9.9935   -0.0000      0.375255E-01     -0.141015E-02      0.375609E-01
      9.9935   -0.0000      0.159604E-01     -0.254801E-03      0.159632E-01
      9.9935   -0.0000      0.566061E-02     -0.320435E-04      0.566073E-02
      9.9935   -0.0000      0.171047E-02     -0.292573E-05      0.171048E-02
      9.9935   -0.0000      0.447078E-03     -0.199879E-06      0.447078E-03
--------------------  ATOM   2  --->  Z = 
      9.9935   -0.0000      0.471931E+00     -0.334829E+00      0.617065E+00
      9.9935   -0.0000     -0.388119E+00     -0.815220E+00      0.201513E+01
      9.9935   -0.0000      0.263129E+00     -0.748375E-01      0.277097E+00
      9.9935   -0.0000     -0.429527E+00     -0.755943E+00      0.208750E+01
      9.9935   -0.0000      0.247997E+00     -0.934163E+00      0.131131E+01
      9.9935   -0.0000      0.488437E+00     -0.606910E+00      0.893140E+00
      9.9935   -0.0000      0.478402E+00     -0.354632E+00      0.637900E+00
      9.9935   -0.0000      0.415158E+00     -0.221353E+00      0.489836E+00
      9.9935   -0.0000      0.341401E+00     -0.134698E+00      0.375796E+00
      9.9935   -0.0000      0.284889E+00     -0.891007E-01      0.303118E+00
      9.9935   -0.0000      0.241216E+00     -0.620331E-01      0.251714E+00
