   energy  -   continuous phase in rad for absorber
  l =           0
     27.8633     13.2085
  l =           1
     27.8633     14.6153
  l =           2
     27.8633      6.5994
  l =           3
     27.8633      2.0927
  l =           4
     27.8633      1.2913
