   energy  -   continuous phase in rad for absorber
  l =           0
     27.8633     13.2599
  l =           1
     27.8633     14.6446
  l =           2
     27.8633      6.6122
  l =           3
     27.8633      2.0995
  l =           4
     27.8633      1.2961
