 energy -- xe (complex wv) -- vcon (real part ip)
   27.863299999999999                   (5.2910394635085698,-0.0000000000000000) -0.13179860440505109     

  -- absorber excited regular wf for all l -- 

  l=            0
   7.2889464807377011E-004             (-9.4702065631704482,-0.0000000000000000)
   1.4577892961475402E-003             (-9.2772309401547588,-0.0000000000000000)
   2.1866839442213105E-003             (-9.0870848352436315,-0.0000000000000000)
   2.9155785922950804E-003             (-8.8997368321559165,-0.0000000000000000)
   3.6444732403688503E-003             (-8.7151552057139661,-0.0000000000000000)
   4.3733678884426202E-003             (-8.5333077889446827,-0.0000000000000000)
   5.1022625365163901E-003             (-8.3541625696589978,-0.0000000000000000)
   5.8311571845901600E-003             (-8.1776876108596888,-0.0000000000000000)
   6.5600518326639299E-003             (-8.0038508802468034,-0.0000000000000000)
   7.2889464807376998E-003             (-7.8326205141892284,-0.0000000000000000)
   8.0178411288114697E-003             (-7.6639648169480372,-0.0000000000000000)
   8.7467357768852404E-003             (-7.4978524478844024,-0.0000000000000000)
   9.4756304249590112E-003             (-7.3342517331004720,-0.0000000000000000)
   1.0204525073032782E-002             (-7.1731314450756525,-0.0000000000000000)
   1.0933419721106553E-002             (-7.0144606570403036,-0.0000000000000000)
   1.1662314369180323E-002             (-6.8582085398528863,-0.0000000000000000)
   1.2391209017254094E-002             (-6.7043445498504610,-0.0000000000000000)
   1.3120103665327865E-002             (-6.5528383493081863,-0.0000000000000000)
   1.3848998313401636E-002             (-6.4036599584446039,-0.0000000000000000)
   1.4577892961475407E-002             (-6.2567796160478553,-0.0000000000000000)
   1.5306787609549177E-002             (-6.1121678338274714,-0.0000000000000000)
   1.6035682257622946E-002             (-5.9697953652545914,-0.0000000000000000)
   1.6764576905696715E-002             (-5.8296332599462790,-0.0000000000000000)
   1.7493471553770484E-002             (-5.6916528596109641,-0.0000000000000000)
   1.8222366201844253E-002             (-5.5558256883172072,-0.0000000000000000)
   1.8951260849918022E-002             (-5.4221227869524418,-0.0000000000000000)
