  e, vcon, xe, relc =   27.863299999999999      -0.10294938180355973        5.2883125268655933      nr
    27.86330     5.28831  -0.00000    1    0   0.492313E+00-0.412663E+00   0.697611E+00
 rp    1    0  0.49231E+00  0.11930E+01  0.10000E+01 -0.32547E-02  0.27863E+02
    27.86330     5.28831  -0.00000    1    1  -0.426836E+00-0.760405E+00   0.208229E+01
 rp    1    1 -0.42152E+00 -0.54818E+00  0.10000E+01  0.50670E-03  0.27863E+02
    27.86330     5.28831  -0.00000    1    2   0.308972E+00-0.106889E+00   0.333062E+00
 rp    1    2  0.30663E+00  0.29187E+01  0.10000E+01  0.10219E-03  0.27863E+02
    27.86330     5.28831  -0.00000    1    3  -0.437453E+00-0.742146E+00   0.210342E+01
 rp    1    3 -0.43704E+00 -0.58829E+00  0.10000E+01 -0.45976E-03  0.27863E+02
    27.86330     5.28831  -0.00000    1    4   0.257913E+00-0.928346E+00   0.129981E+01
 rp    1    4  0.25818E+00  0.27815E+00  0.10000E+01 -0.14465E-02  0.27863E+02
    27.86330     5.28831  -0.00000    1    5   0.491480E+00-0.591911E+00   0.877835E+00
 rp    1    5  0.49151E+00  0.83057E+00  0.10000E+01 -0.37786E-02  0.27863E+02
    27.86330     5.28831  -0.00000    1    6   0.474624E+00-0.342736E+00   0.625419E+00
 rp    1    6  0.47460E+00  0.13850E+01  0.10000E+01 -0.10144E-01  0.27863E+02
    27.86330     5.28831  -0.00000    1    7   0.409610E+00-0.213260E+00   0.480025E+00
 rp    1    7  0.40958E+00  0.19209E+01  0.10000E+01 -0.29813E-01  0.27863E+02
    27.86330     5.28831  -0.00000    1    8   0.335953E+00-0.129682E+00   0.368389E+00
 rp    1    8  0.33593E+00  0.25908E+01  0.10000E+01 -0.92405E-01  0.27863E+02
    27.86330     5.28831  -0.00000    1    9   0.280285E+00-0.859464E-01   0.297537E+00
 rp    1    9  0.28027E+00  0.32614E+01  0.10000E+01 -0.32384E+00  0.27863E+02
