  e, vcon, xe, relc =   27.863299999999999      -0.13179860440505109        5.2910394635085698      nr
    27.86330     5.29104  -0.00000    1    0   0.490588E+00-0.403441E+00   0.688229E+00
 rp    1    0  0.49059E+00  0.12160E+01  0.10000E+01 -0.32186E-02  0.27863E+02
    27.86330     5.29104  -0.00000    1    1  -0.421860E+00-0.768391E+00   0.207288E+01
 rp    1    1 -0.41638E+00 -0.53601E+00  0.10000E+01  0.50942E-03  0.27863E+02
    27.86330     5.29104  -0.00000    1    2   0.301534E+00-0.101155E+00   0.323670E+00
 rp    1    2  0.29915E+00  0.30106E+01  0.10000E+01  0.99399E-04  0.27863E+02
    27.86330     5.29104  -0.00000    1    3  -0.432939E+00-0.750127E+00   0.209425E+01
 rp    1    3 -0.43251E+00 -0.57601E+00  0.10000E+01 -0.46223E-03  0.27863E+02
    27.86330     5.29104  -0.00000    1    4   0.265309E+00-0.923805E+00   0.129113E+01
 rp    1    4  0.26557E+00  0.28753E+00  0.10000E+01 -0.14434E-02  0.27863E+02
    27.86330     5.29104  -0.00000    1    5   0.493044E+00-0.583114E+00   0.868899E+00
 rp    1    5  0.49307E+00  0.84578E+00  0.10000E+01 -0.37523E-02  0.27863E+02
    27.86330     5.29104  -0.00000    1    6   0.471972E+00-0.334948E+00   0.617191E+00
 rp    1    6  0.47195E+00  0.14093E+01  0.10000E+01 -0.10030E-01  0.27863E+02
    27.86330     5.29104  -0.00000    1    7   0.404636E+00-0.206283E+00   0.471456E+00
 rp    1    7  0.40461E+00  0.19618E+01  0.10000E+01 -0.29331E-01  0.27863E+02
    27.86330     5.29104  -0.00000    1    8   0.330169E+00-0.124515E+00   0.360634E+00
 rp    1    8  0.33014E+00  0.26519E+01  0.10000E+01 -0.90598E-01  0.27863E+02
    27.86330     5.29104  -0.00000    1    9   0.273953E+00-0.817303E-01   0.289930E+00
 rp    1    9  0.27393E+00  0.33522E+01  0.10000E+01 -0.31579E+00  0.27863E+02
    27.86330     5.29104  -0.00000    1   10   0.230538E+00-0.563198E-01   0.239604E+00
 rp    1   10  0.23052E+00  0.40937E+01  0.10000E+01 -0.11900E+01  0.27863E+02
    27.86330     5.29104  -0.00000    1   11   0.182853E+00-0.346348E-01   0.187196E+00
 rp    1   11  0.18284E+00  0.52798E+01  0.10000E+01 -0.45537E+01  0.27863E+02
    27.86330     5.29104  -0.00000    1   12   0.149379E+00-0.228357E-01   0.151696E+00
 rp    1   12  0.14937E+00  0.65419E+01  0.10000E+01 -0.19487E+02  0.27863E+02
    27.86330     5.29104  -0.00000    1   13   0.130267E+00-0.172678E-01   0.131788E+00
 rp    1   13  0.13026E+00  0.75444E+01  0.10000E+01 -0.94129E+02  0.27863E+02
    27.86330     5.29104  -0.00000    1   14   0.104850E+00-0.111171E-01   0.105634E+00
 rp    1   14  0.10484E+00  0.94319E+01  0.10000E+01 -0.44107E+03  0.27863E+02
    27.86330     5.29104  -0.00000    1   15   0.691340E-01-0.480258E-02   0.693562E-01
 rp    1   15  0.69130E-01  0.14396E+02  0.10000E+01 -0.18078E+04  0.27863E+02
    27.86330     5.29104  -0.00000    1   16   0.362772E-01-0.131777E-02   0.363091E-01
 rp    1   16  0.36275E-01  0.27531E+02  0.10000E+01 -0.63339E+04  0.27863E+02
    27.86330     5.29104  -0.00000    1   17   0.154454E-01-0.238618E-03   0.154479E-01
 rp    1   17  0.15444E-01  0.64733E+02  0.10000E+01 -0.19145E+05  0.27863E+02
    27.86330     5.29104  -0.00000    1   18   0.548526E-02-0.300890E-04   0.548537E-02
 rp    1   18  0.54849E-02  0.18231E+03  0.10000E+01 -0.50734E+05  0.27863E+02
    27.86330     5.29104  -0.00000    1   19   0.165974E-02-0.275473E-05   0.165974E-02
 rp    1   19  0.16596E-02  0.60254E+03  0.10000E+01 -0.11974E+06  0.27863E+02
    27.86330     5.29104  -0.00000    1   20   0.434382E-03-0.188688E-06   0.434382E-03
 rp    1   20  0.43435E-03  0.23023E+04  0.10000E+01 -0.25508E+06  0.27863E+02
    27.86330     5.29104  -0.00000    2    0   0.484072E+00-0.374801E+00   0.658853E+00
    27.86330     5.29104  -0.00000    2    1  -0.400198E+00-0.799735E+00   0.203477E+01
    27.86330     5.29104  -0.00000    2    2   0.265729E+00-0.764579E-01   0.280161E+00
    27.86330     5.29104  -0.00000    2    3  -0.428250E+00-0.758073E+00   0.208502E+01
    27.86330     5.29104  -0.00000    2    4   0.251396E+00-0.932203E+00   0.130738E+01
    27.86330     5.29104  -0.00000    2    5   0.489411E+00-0.602355E+00   0.888482E+00
    27.86330     5.29104  -0.00000    2    6   0.477091E+00-0.350387E+00   0.633458E+00
    27.86330     5.29104  -0.00000    2    7   0.412493E+00-0.217423E+00   0.485088E+00
    27.86330     5.29104  -0.00000    2    8   0.338190E+00-0.131723E+00   0.371418E+00
    27.86330     5.29104  -0.00000    2    9   0.281173E+00-0.865487E-01   0.298610E+00
    27.86330     5.29104  -0.00000    2   10   0.237173E+00-0.598306E-01   0.247110E+00
    27.86330     5.29104  -0.00000    2   11   0.188280E+00-0.368040E-01   0.193040E+00
    27.86330     5.29104  -0.00000    2   12   0.153818E+00-0.242479E-01   0.156354E+00
    27.86330     5.29104  -0.00000    2   13   0.134496E+00-0.184289E-01   0.136174E+00
    27.86330     5.29104  -0.00000    2   14   0.108718E+00-0.119627E-01   0.109594E+00
    27.86330     5.29104  -0.00000    2   15   0.719473E-01-0.520348E-02   0.721979E-01
    27.86330     5.29104  -0.00000    2   16   0.378346E-01-0.143351E-02   0.378708E-01
    27.86330     5.29104  -0.00000    2   17   0.161252E-01-0.260090E-03   0.161280E-01
    27.86330     5.29104  -0.00000    2   18   0.572992E-02-0.328330E-04   0.573004E-02
    27.86330     5.29104  -0.00000    2   19   0.173450E-02-0.300850E-05   0.173450E-02
    27.86330     5.29104  -0.00000    2   20   0.454123E-03-0.206228E-06   0.454123E-03
    27.86330     5.29104  -0.00000    3    0   0.484071E+00-0.374801E+00   0.658852E+00
    27.86330     5.29104  -0.00000    3    1  -0.400198E+00-0.799736E+00   0.203477E+01
    27.86330     5.29104  -0.00000    3    2   0.265727E+00-0.764567E-01   0.280159E+00
    27.86330     5.29104  -0.00000    3    3  -0.428249E+00-0.758076E+00   0.208502E+01
    27.86330     5.29104  -0.00000    3    4   0.251399E+00-0.932202E+00   0.130738E+01
    27.86330     5.29104  -0.00000    3    5   0.489412E+00-0.602350E+00   0.888477E+00
    27.86330     5.29104  -0.00000    3    6   0.477091E+00-0.350386E+00   0.633457E+00
    27.86330     5.29104  -0.00000    3    7   0.412493E+00-0.217424E+00   0.485089E+00
    27.86330     5.29104  -0.00000    3    8   0.338183E+00-0.131717E+00   0.371409E+00
    27.86330     5.29104  -0.00000    3    9   0.281173E+00-0.865491E-01   0.298610E+00
    27.86330     5.29104  -0.00000    3   10   0.237178E+00-0.598337E-01   0.247117E+00
    27.86330     5.29104  -0.00000    3   11   0.188280E+00-0.368040E-01   0.193040E+00
    27.86330     5.29104  -0.00000    3   12   0.153821E+00-0.242489E-01   0.156357E+00
    27.86330     5.29104  -0.00000    3   13   0.134512E+00-0.184333E-01   0.136190E+00
    27.86330     5.29104  -0.00000    3   14   0.108741E+00-0.119679E-01   0.109617E+00
    27.86330     5.29104  -0.00000    3   15   0.719671E-01-0.520636E-02   0.722179E-01
    27.86330     5.29104  -0.00000    3   16   0.378463E-01-0.143440E-02   0.378825E-01
    27.86330     5.29104  -0.00000    3   17   0.161304E-01-0.260257E-03   0.161332E-01
    27.86330     5.29104  -0.00000    3   18   0.573178E-02-0.328544E-04   0.573191E-02
    27.86330     5.29104  -0.00000    3   19   0.173507E-02-0.301047E-05   0.173507E-02
