   energy  -   continuous phase in rad for absorber
  l =           0
     27.8633     13.2546
  l =           1
     27.8633     14.6393
  l =           2
     27.8633      6.6069
  l =           3
     27.8633      2.0942
  l =           4
     27.8633      1.2911
