        5        1        1        0        2
       20       20       20       20
       20        0        0        0
--------------------  ATOM   1  --->  Z = 
      9.9986   -0.0000      0.490588E+00     -0.403441E+00      0.688229E+00
      9.9986   -0.0000     -0.421860E+00     -0.768391E+00      0.207288E+01
      9.9986   -0.0000      0.301534E+00     -0.101155E+00      0.323670E+00
      9.9986   -0.0000     -0.432939E+00     -0.750127E+00      0.209425E+01
      9.9986   -0.0000      0.265309E+00     -0.923805E+00      0.129113E+01
      9.9986   -0.0000      0.493044E+00     -0.583114E+00      0.868899E+00
      9.9986   -0.0000      0.471972E+00     -0.334948E+00      0.617191E+00
      9.9986   -0.0000      0.404636E+00     -0.206283E+00      0.471456E+00
      9.9986   -0.0000      0.330169E+00     -0.124515E+00      0.360634E+00
      9.9986   -0.0000      0.273953E+00     -0.817303E-01      0.289930E+00
      9.9986   -0.0000      0.230538E+00     -0.563198E-01      0.239604E+00
      9.9986   -0.0000      0.182853E+00     -0.346348E-01      0.187196E+00
      9.9986   -0.0000      0.149379E+00     -0.228357E-01      0.151696E+00
      9.9986   -0.0000      0.130267E+00     -0.172678E-01      0.131788E+00
      9.9986   -0.0000      0.104850E+00     -0.111171E-01      0.105634E+00
      9.9986   -0.0000      0.691340E-01     -0.480258E-02      0.693562E-01
      9.9986   -0.0000      0.362772E-01     -0.131777E-02      0.363091E-01
      9.9986   -0.0000      0.154454E-01     -0.238618E-03      0.154479E-01
      9.9986   -0.0000      0.548526E-02     -0.300890E-04      0.548537E-02
      9.9986   -0.0000      0.165974E-02     -0.275473E-05      0.165974E-02
      9.9986   -0.0000      0.434382E-03     -0.188688E-06      0.434382E-03
--------------------  ATOM   2  --->  Z = 
      9.9986   -0.0000      0.484072E+00     -0.374801E+00      0.658853E+00
      9.9986   -0.0000     -0.400198E+00     -0.799735E+00      0.203477E+01
      9.9986   -0.0000      0.265729E+00     -0.764579E-01      0.280161E+00
      9.9986   -0.0000     -0.428250E+00     -0.758073E+00      0.208502E+01
      9.9986   -0.0000      0.251396E+00     -0.932203E+00      0.130738E+01
      9.9986   -0.0000      0.489411E+00     -0.602355E+00      0.888482E+00
      9.9986   -0.0000      0.477091E+00     -0.350387E+00      0.633458E+00
      9.9986   -0.0000      0.412493E+00     -0.217423E+00      0.485088E+00
