 --------------
    27.86330     5.29104  -0.00000    1    0      0.478099E+00   -0.353639E+00     0.35364
    27.86330     5.29104  -0.00000    1    1     -0.405479E+00   -0.792552E+00     0.79255
    27.86330     5.29104  -0.00000    1    2      0.291344E+00   -0.936521E-01     0.09365
    27.86330     5.29104  -0.00000    1    3     -0.429527E+00   -0.755943E+00     0.75594
    27.86330     5.29104  -0.00000    1    4      0.269277E+00   -0.921296E+00     0.92130
    27.86330     5.29104  -0.00000    1    5      0.493716E+00   -0.579023E+00     0.57902
    27.86330     5.29104  -0.00000    1    6      0.470788E+00   -0.331601E+00     0.33160
    27.86330     5.29104  -0.00000    1    7      0.402558E+00   -0.203441E+00     0.20344
    27.86330     5.29104  -0.00000    1    8      0.327800E+00   -0.122446E+00     0.12245
    27.86330     5.29104  -0.00000    1    9      0.271450E+00   -0.801012E-01     0.08010
    27.86330     5.29104  -0.00000    1   10      0.227865E+00   -0.549410E-01     0.05494
    27.86330     5.29104  -0.00000    1   11      0.180430E+00   -0.336900E-01     0.03369
    27.86330     5.29104  -0.00000    1   12      0.147153E+00   -0.221442E-01     0.02214
    27.86330     5.29104  -0.00000    1   13      0.127955E+00   -0.166498E-01     0.01665
    27.86330     5.29104  -0.00000    1   14      0.102671E+00   -0.106549E-01     0.01065
    27.86330     5.29104  -0.00000    1   15      0.675419E-01   -0.458292E-02     0.00458
    27.86330     5.29104  -0.00000    1   16      0.353976E-01   -0.125456E-02     0.00125
    27.86330     5.29104  -0.00000    1   17      0.150628E-01   -0.226940E-03     0.00023
    27.86330     5.29104  -0.00000    1   18      0.534811E-02   -0.286031E-04     0.00003
    27.86330     5.29104  -0.00000    1   19      0.161800E-02   -0.261792E-05     0.00000
    27.86330     5.29104  -0.00000    1   20      0.423407E-03   -0.179274E-06     0.00000
    27.86330     5.29104  -0.00000    2    0      0.468766E+00   -0.326051E+00     0.32605
    27.86330     5.29104  -0.00000    2    1     -0.382180E+00   -0.822395E+00     0.82239
    27.86330     5.29104  -0.00000    2    2      0.255166E+00   -0.700111E-01     0.07001
    27.86330     5.29104  -0.00000    2    3     -0.424802E+00   -0.763710E+00     0.76371
    27.86330     5.29104  -0.00000    2    4      0.255434E+00   -0.929830E+00     0.92983
    27.86330     5.29104  -0.00000    2    5      0.490247E+00   -0.598274E+00     0.59827
    27.86330     5.29104  -0.00000    2    6      0.476013E+00   -0.346990E+00     0.34699
    27.86330     5.29104  -0.00000    2    7      0.410483E+00   -0.214511E+00     0.21451
    27.86330     5.29104  -0.00000    2    8      0.335850E+00   -0.129588E+00     0.12959
    27.86330     5.29104  -0.00000    2    9      0.278690E+00   -0.848709E-01     0.08487
    27.86330     5.29104  -0.00000    2   10      0.234512E+00   -0.584072E-01     0.05841
    27.86330     5.29104  -0.00000    2   11      0.185859E+00   -0.358273E-01     0.03583
    27.86330     5.29104  -0.00000    2   12      0.151595E+00   -0.235349E-01     0.02353
    27.86330     5.29104  -0.00000    2   13      0.132188E+00   -0.177903E-01     0.01779
    27.86330     5.29104  -0.00000    2   14      0.106537E+00   -0.114820E-01     0.01148
    27.86330     5.29104  -0.00000    2   15      0.703490E-01   -0.497372E-02     0.00497
    27.86330     5.29104  -0.00000    2   16      0.369507E-01   -0.136722E-02     0.00137
    27.86330     5.29104  -0.00000    2   17      0.157409E-01   -0.247837E-03     0.00025
    27.86330     5.29104  -0.00000    2   18      0.559225E-02   -0.312742E-04     0.00003
    27.86330     5.29104  -0.00000    2   19      0.169263E-02   -0.286501E-05     0.00000
    27.86330     5.29104  -0.00000    2   20      0.443119E-03   -0.196355E-06     0.00000
    27.86330     5.29104  -0.00000    3    0      0.468766E+00   -0.326050E+00     0.32605
    27.86330     5.29104  -0.00000    3    1     -0.382179E+00   -0.822396E+00     0.82240
    27.86330     5.29104  -0.00000    3    2      0.255164E+00   -0.700100E-01     0.07001
    27.86330     5.29104  -0.00000    3    3     -0.424801E+00   -0.763712E+00     0.76371
    27.86330     5.29104  -0.00000    3    4      0.255436E+00   -0.929828E+00     0.92983
    27.86330     5.29104  -0.00000    3    5      0.490248E+00   -0.598270E+00     0.59827
    27.86330     5.29104  -0.00000    3    6      0.476012E+00   -0.346989E+00     0.34699
    27.86330     5.29104  -0.00000    3    7      0.410483E+00   -0.214512E+00     0.21451
    27.86330     5.29104  -0.00000    3    8      0.335844E+00   -0.129583E+00     0.12958
    27.86330     5.29104  -0.00000    3    9      0.278690E+00   -0.848714E-01     0.08487
    27.86330     5.29104  -0.00000    3   10      0.234518E+00   -0.584103E-01     0.05841
    27.86330     5.29104  -0.00000    3   11      0.185859E+00   -0.358273E-01     0.03583
    27.86330     5.29104  -0.00000    3   12      0.151598E+00   -0.235359E-01     0.02354
    27.86330     5.29104  -0.00000    3   13      0.132204E+00   -0.177945E-01     0.01779
    27.86330     5.29104  -0.00000    3   14      0.106560E+00   -0.114870E-01     0.01149
    27.86330     5.29104  -0.00000    3   15      0.703688E-01   -0.497653E-02     0.00498
    27.86330     5.29104  -0.00000    3   16      0.369623E-01   -0.136808E-02     0.00137
    27.86330     5.29104  -0.00000    3   17      0.157460E-01   -0.247999E-03     0.00025
    27.86330     5.29104  -0.00000    3   18      0.559411E-02   -0.312951E-04     0.00003
    27.86330     5.29104  -0.00000    3   19      0.169320E-02   -0.286693E-05     0.00000
    27.86330     5.29104  -0.00000    3   20      0.443268E-03   -0.196486E-06     0.00000
    27.86330     5.29104  -0.00000    4    0      0.468770E+00   -0.326060E+00     0.32606
    27.86330     5.29104  -0.00000    4    1     -0.382186E+00   -0.822387E+00     0.82239
    27.86330     5.29104  -0.00000    4    2      0.255174E+00   -0.700160E-01     0.07002
    27.86330     5.29104  -0.00000    4    3     -0.424807E+00   -0.763702E+00     0.76370
    27.86330     5.29104  -0.00000    4    4      0.255426E+00   -0.929834E+00     0.92983
    27.86330     5.29104  -0.00000    4    5      0.490245E+00   -0.598282E+00     0.59828
    27.86330     5.29104  -0.00000    4    6      0.476016E+00   -0.347000E+00     0.34700
    27.86330     5.29104  -0.00000    4    7      0.410490E+00   -0.214521E+00     0.21452
    27.86330     5.29104  -0.00000    4    8      0.335852E+00   -0.129590E+00     0.12959
    27.86330     5.29104  -0.00000    4    9      0.278699E+00   -0.848771E-01     0.08488
    27.86330     5.29104  -0.00000    4   10      0.234527E+00   -0.584152E-01     0.05842
    27.86330     5.29104  -0.00000    4   11      0.185868E+00   -0.358307E-01     0.03583
    27.86330     5.29104  -0.00000    4   12      0.151606E+00   -0.235384E-01     0.02354
    27.86330     5.29104  -0.00000    4   13      0.132212E+00   -0.177968E-01     0.01780
    27.86330     5.29104  -0.00000    4   14      0.106568E+00   -0.114887E-01     0.01149
    27.86330     5.29104  -0.00000    4   15      0.703744E-01   -0.497732E-02     0.00498
    27.86330     5.29104  -0.00000    4   16      0.369654E-01   -0.136831E-02     0.00137
    27.86330     5.29104  -0.00000    4   17      0.157474E-01   -0.248041E-03     0.00025
    27.86330     5.29104  -0.00000    4   18      0.559459E-02   -0.313005E-04     0.00003
    27.86330     5.29104  -0.00000    4   19      0.169334E-02   -0.286742E-05     0.00000
    27.86330     5.29104  -0.00000    4   20      0.443306E-03   -0.196520E-06     0.00000
    27.86330     5.29104  -0.00000    5    0      0.468341E+00   -0.324909E+00     0.32491
    27.86330     5.29104  -0.00000    5    1     -0.381380E+00   -0.823340E+00     0.82334
    27.86330     5.29104  -0.00000    5    2      0.254080E+00   -0.693685E-01     0.06937
    27.86330     5.29104  -0.00000    5    3     -0.424146E+00   -0.764765E+00     0.76477
    27.86330     5.29104  -0.00000    5    4      0.256351E+00   -0.929284E+00     0.92928
    27.86330     5.29104  -0.00000    5    5      0.490510E+00   -0.596952E+00     0.59695
    27.86330     5.29104  -0.00000    5    6      0.475672E+00   -0.345934E+00     0.34593
    27.86330     5.29104  -0.00000    5    7      0.409629E+00   -0.213288E+00     0.21329
    27.86330     5.29104  -0.00000    5    8      0.334887E+00   -0.128717E+00     0.12872
    27.86330     5.29104  -0.00000    5    9      0.277543E+00   -0.841038E-01     0.08410
    27.86330     5.29104  -0.00000    5   10      0.232994E+00   -0.576046E-01     0.05760
    27.86330     5.29104  -0.00000    5   11      0.184485E+00   -0.352795E-01     0.03528
    27.86330     5.29104  -0.00000    5   12      0.150239E+00   -0.231058E-01     0.02311
